season,round,raceName,date,raceId,driverId,driverName,dob,nationality,constructorId,constructorName,grid,positionOrder,position,points,cumulative_points,constructor_cumulative_points,driver_standings,constructor_standings,fastestLap,fastestLapTime,fastestLapSpeed,isAusGP,isWinner,role,plotThisDriver,winnerConstructorName
2015,5,Spanish Grand Prix,10/5/2015,930,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,2,2,18,111,177,1,1,54,01:28.3,189.849,FALSE,FALSE,Winner,TRUE,Mercedes
2015,5,Spanish Grand Prix,10/5/2015,930,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,91,202,2,1,53,01:29.1,188.061,FALSE,TRUE,Teammate,TRUE,Mercedes
2015,6,Monaco Grand Prix,24/5/2015,931,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,3,3,15,126,217,1,1,42,01:18.7,152.692,FALSE,FALSE,Winner,TRUE,Mercedes
2015,6,Monaco Grand Prix,24/5/2015,931,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,1,1,25,116,242,2,1,76,01:18.6,152.841,FALSE,TRUE,Teammate,TRUE,Mercedes
2015,7,Canadian Grand Prix,7/6/2015,932,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,151,267,1,1,64,01:17.5,202.648,FALSE,TRUE,Winner,TRUE,Mercedes
2015,7,Canadian Grand Prix,7/6/2015,932,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,134,285,2,1,63,01:17.6,202.218,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,8,Austrian Grand Prix,21/6/2015,933,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,2,2,18,169,303,1,1,60,01:11.5,217.888,FALSE,FALSE,Winner,TRUE,Mercedes
2015,8,Austrian Grand Prix,21/6/2015,933,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,1,1,25,159,328,2,1,35,01:11.2,218.622,FALSE,TRUE,Teammate,TRUE,Mercedes
2015,9,British Grand Prix,5/7/2015,934,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,194,353,1,1,29,01:37.1,218.425,FALSE,TRUE,Winner,TRUE,Mercedes
2015,9,British Grand Prix,5/7/2015,934,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,177,371,2,1,24,01:37.4,217.73,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,10,Hungarian Grand Prix,26/7/2015,936,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,6,6,8,202,379,1,1,68,01:25.7,183.974,FALSE,FALSE,Winner,TRUE,Mercedes
2015,10,Hungarian Grand Prix,26/7/2015,936,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,8,8,4,181,383,2,1,68,01:25.1,185.223,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,11,Belgian Grand Prix,23/8/2015,937,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,227,408,1,1,34,01:52.5,224.12,FALSE,TRUE,Winner,TRUE,Mercedes
2015,11,Belgian Grand Prix,23/8/2015,937,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,199,426,2,1,34,01:52.4,224.295,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,12,Italian Grand Prix,6/9/2015,938,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,252,451,1,1,48,01:26.7,240.617,FALSE,TRUE,Winner,TRUE,Mercedes
2015,12,Italian Grand Prix,6/9/2015,938,3,Nico Rosberg,27/6/1985,German,131,Mercedes,4,17,17,0,199,451,2,1,43,01:27.1,239.525,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,13,Singapore Grand Prix,20/9/2015,939,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,5,18,,0,252,451,1,1,24,01:52.5,162.072,FALSE,FALSE,Winner,TRUE,Mercedes
2015,13,Singapore Grand Prix,20/9/2015,939,3,Nico Rosberg,27/6/1985,German,131,Mercedes,6,4,4,12,211,463,2,1,50,01:50.9,164.368,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,14,Japanese Grand Prix,27/9/2015,940,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,1,1,25,277,488,1,1,33,01:36.1,217.434,FALSE,TRUE,Winner,TRUE,Mercedes
2015,14,Japanese Grand Prix,27/9/2015,940,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,2,2,18,229,506,2,1,31,01:37.1,215.191,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,15,Russian Grand Prix,11/10/2015,941,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,1,1,25,302,531,1,1,44,01:40.6,209.328,FALSE,TRUE,Winner,TRUE,Mercedes
2015,15,Russian Grand Prix,11/10/2015,941,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,18,,0,229,531,3,1,6,01:43.1,204.132,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,16,United States Grand Prix,25/10/2015,942,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,1,1,25,327,556,1,1,48,01:40.7,197.014,FALSE,TRUE,Winner,TRUE,Mercedes
2015,16,United States Grand Prix,25/10/2015,942,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,2,2,18,247,574,3,1,49,01:40.7,197.154,FALSE,FALSE,Teammate,TRUE,Mercedes
2015,17,Mexican Grand Prix,1/11/2015,943,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,2,2,18,345,592,1,1,67,01:20.7,191.945,FALSE,FALSE,Winner,TRUE,Mercedes
2015,17,Mexican Grand Prix,1/11/2015,943,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,272,617,2,1,67,01:20.5,192.426,FALSE,TRUE,Teammate,TRUE,Mercedes
2015,18,Brazilian Grand Prix,15/11/2015,944,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,2,2,18,363,635,1,1,51,01:14.8,207.296,FALSE,FALSE,Winner,TRUE,Mercedes
2015,18,Brazilian Grand Prix,15/11/2015,944,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,297,660,2,1,57,01:15.0,206.95,FALSE,TRUE,Teammate,TRUE,Mercedes
2015,19,Abu Dhabi Grand Prix,29/11/2015,945,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,2,2,18,381,678,1,1,44,01:44.5,191.302,FALSE,FALSE,Winner,TRUE,Mercedes
2015,19,Abu Dhabi Grand Prix,29/11/2015,945,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,322,703,2,1,37,01:45.4,189.779,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,1,Australian Grand Prix,20/3/2016,948,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,1,1,25,25,43,1,1,21,01:30.6,210.815,TRUE,TRUE,Winner,TRUE,Mercedes
2016,1,Australian Grand Prix,20/3/2016,948,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,2,2,18,18,18,2,1,48,01:30.6,210.608,TRUE,FALSE,Teammate,TRUE,Mercedes
2016,2,Bahrain Grand Prix,3/4/2016,949,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,1,1,25,50,83,1,1,41,01:34.5,206.21,FALSE,TRUE,Winner,TRUE,Mercedes
2016,2,Bahrain Grand Prix,3/4/2016,949,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,3,3,15,33,58,2,1,43,01:34.7,205.785,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,3,Chinese Grand Prix,17/4/2016,950,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,75,114,1,1,38,01:40.4,195.419,FALSE,TRUE,Winner,TRUE,Mercedes
2016,3,Chinese Grand Prix,17/4/2016,950,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,22,7,7,6,39,89,2,1,32,01:40.7,194.945,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,4,Russian Grand Prix,1/5/2016,951,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,100,157,1,1,52,01:39.1,212.452,FALSE,TRUE,Winner,TRUE,Mercedes
2016,4,Russian Grand Prix,1/5/2016,951,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,10,2,2,18,57,132,2,1,36,01:40.3,209.969,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,5,Spanish Grand Prix,15/5/2016,952,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,22,,0,100,157,1,1,\N,\N,\N,FALSE,FALSE,Winner,TRUE,Mercedes
2016,5,Spanish Grand Prix,15/5/2016,952,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,21,,0,57,157,3,1,\N,\N,\N,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,6,Monaco Grand Prix,29/5/2016,953,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,7,7,6,106,188,1,1,74,01:18.8,152.523,FALSE,FALSE,Winner,TRUE,Mercedes
2016,6,Monaco Grand Prix,29/5/2016,953,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,3,1,1,25,82,182,2,1,71,01:17.9,154.135,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,7,Canadian Grand Prix,12/6/2016,954,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,5,5,10,116,223,1,1,60,01:15.6,207.669,FALSE,FALSE,Winner,TRUE,Mercedes
2016,7,Canadian Grand Prix,12/6/2016,954,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,107,213,2,1,68,01:16.0,206.625,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,8,European Grand Prix,19/6/2016,955,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,141,258,1,1,48,01:46.5,202.946,FALSE,TRUE,Winner,TRUE,Mercedes
2016,8,European Grand Prix,19/6/2016,955,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,10,5,5,10,117,233,2,1,42,01:46.8,202.306,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,9,Austrian Grand Prix,3/7/2016,956,3,Nico Rosberg,27/6/1985,German,131,Mercedes,6,4,4,12,153,295,1,1,66,01:08.5,227.381,FALSE,FALSE,Winner,TRUE,Mercedes
2016,9,Austrian Grand Prix,3/7/2016,956,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,142,283,2,1,67,01:08.4,227.647,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,10,British Grand Prix,10/7/2016,957,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,3,3,15,168,335,1,1,44,01:35.5,221.957,FALSE,FALSE,Winner,TRUE,Mercedes
2016,10,British Grand Prix,10/7/2016,957,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,167,320,2,1,45,01:35.8,221.44,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,11,Hungarian Grand Prix,24/7/2016,958,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,1,1,25,192,360,1,1,69,01:23.8,188.095,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,11,Hungarian Grand Prix,24/7/2016,958,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,2,2,18,186,378,2,1,60,01:23.7,188.497,FALSE,FALSE,Winner,TRUE,Mercedes
2016,12,German Grand Prix,31/7/2016,959,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,1,1,25,217,403,1,1,52,01:18.7,209.107,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,12,German Grand Prix,31/7/2016,959,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,4,4,12,198,415,2,1,51,01:19.1,208.114,FALSE,FALSE,Winner,TRUE,Mercedes
2016,13,Belgian Grand Prix,28/8/2016,960,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,21,3,3,15,232,430,1,1,40,01:51.6,225.969,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,13,Belgian Grand Prix,28/8/2016,960,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,223,455,2,1,11,01:51.7,225.64,FALSE,TRUE,Winner,TRUE,Mercedes
2016,14,Italian Grand Prix,4/9/2016,961,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,2,2,18,250,473,1,1,27,01:26.3,241.646,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,14,Italian Grand Prix,4/9/2016,961,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,1,1,25,248,498,2,1,26,01:26.6,240.82,FALSE,TRUE,Winner,TRUE,Mercedes
2016,15,Singapore Grand Prix,18/9/2016,962,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,273,538,1,1,38,01:50.3,165.318,FALSE,TRUE,Winner,TRUE,Mercedes
2016,15,Singapore Grand Prix,18/9/2016,962,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,3,3,3,15,265,513,2,1,52,01:47.8,169.221,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,16,Malaysian Grand Prix,2/10/2016,963,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,3,3,15,288,553,1,1,44,01:36.4,206.948,FALSE,FALSE,Winner,TRUE,Mercedes
2016,16,Malaysian Grand Prix,2/10/2016,963,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,18,,0,265,538,2,1,31,01:38.6,202.391,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,17,Japanese Grand Prix,9/10/2016,964,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,313,593,1,1,31,01:36.0,217.651,FALSE,TRUE,Winner,TRUE,Mercedes
2016,17,Japanese Grand Prix,9/10/2016,964,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,2,3,3,15,280,568,2,1,36,01:35.2,219.703,FALSE,FALSE,Teammate,TRUE,Mercedes
2016,18,United States Grand Prix,23/10/2016,965,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,331,636,1,1,34,01:41.9,194.773,FALSE,FALSE,Winner,TRUE,Mercedes
2016,18,United States Grand Prix,23/10/2016,965,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,305,618,2,1,45,01:42.4,193.842,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,19,Mexican Grand Prix,30/10/2016,966,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,349,679,1,1,43,01:22.8,187.148,FALSE,FALSE,Winner,TRUE,Mercedes
2016,19,Mexican Grand Prix,30/10/2016,966,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,330,661,2,1,66,01:22.6,187.592,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,20,Brazilian Grand Prix,13/11/2016,967,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,367,722,1,1,47,01:26.2,179.912,FALSE,FALSE,Winner,TRUE,Mercedes
2016,20,Brazilian Grand Prix,13/11/2016,967,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,355,704,2,1,44,01:25.6,181.137,FALSE,TRUE,Teammate,TRUE,Mercedes
2016,21,Abu Dhabi Grand Prix,27/11/2016,968,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,385,765,1,1,33,01:45.3,189.95,FALSE,FALSE,Winner,TRUE,Mercedes
2016,21,Abu Dhabi Grand Prix,27/11/2016,968,1,Lewis Hamilton,7/1/1985,British,131,Mercedes,1,1,1,25,380,747,2,1,37,01:45.1,190.174,FALSE,TRUE,Teammate,TRUE,Mercedes
2017,1,Australian Grand Prix,26/3/2017,969,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,1,1,25,25,37,1,1,53,01:26.6,220.351,TRUE,TRUE,Winner,TRUE,Ferrari
2017,1,Australian Grand Prix,26/3/2017,969,8,Kimi Raikkonen,17/10/1979,Finnish,6,Ferrari,4,4,4,12,12,12,4,1,56,01:26.5,220.605,TRUE,FALSE,Teammate,TRUE,Ferrari
2017,2,Chinese Grand Prix,9/4/2017,970,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,43,65,1,2,40,01:35.4,205.648,FALSE,FALSE,Winner,TRUE,Ferrari
2017,2,Chinese Grand Prix,9/4/2017,970,8,Kimi Raikkonen,17/10/1979,Finnish,6,Ferrari,4,5,5,10,22,47,5,2,42,01:36.0,204.406,FALSE,FALSE,Teammate,TRUE,Ferrari
2017,3,Bahrain Grand Prix,16/4/2017,971,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,1,1,25,68,102,1,1,36,01:33.8,207.652,FALSE,TRUE,Winner,TRUE,Ferrari
2017,3,Bahrain Grand Prix,16/4/2017,971,8,Kimi Raikkonen,17/10/1979,Finnish,6,Ferrari,5,4,4,12,34,77,4,1,55,01:33.7,207.887,FALSE,FALSE,Teammate,TRUE,Ferrari
2017,4,Russian Grand Prix,30/4/2017,972,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,2,2,18,86,135,1,2,49,01:37.3,216.343,FALSE,FALSE,Winner,TRUE,Ferrari
2017,4,Russian Grand Prix,30/4/2017,972,8,Kimi Raikkonen,17/10/1979,Finnish,6,Ferrari,2,3,3,15,49,117,4,2,49,01:36.8,217.388,FALSE,FALSE,Teammate,TRUE,Ferrari
2017,5,Spanish Grand Prix,14/5/2017,973,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,104,153,1,2,43,01:23.7,200.277,FALSE,FALSE,Winner,TRUE,Ferrari
2017,5,Spanish Grand Prix,14/5/2017,973,8,Kimi Raikkonen,17/10/1979,Finnish,6,Ferrari,4,20,,0,49,135,4,2,\N,\N,\N,FALSE,FALSE,Teammate,TRUE,Ferrari
