season,round,raceName,date,raceId,driverId,driverName,dob,nationality,constructorId,constructorName,grid,positionOrder,position,points,cumulative_points,constructor_cumulative_points,driver_standings,constructor_standings,fastestLap,fastestLapTime,fastestLapSpeed,isAusGP,isWinner,role,plotThisDriver,winnerConstructorName
2016,13,Belgian Grand Prix,28/8/2016,960,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,223,455,2,1,11,01:51.7,225.64,FALSE,TRUE,Winner,TRUE,Mercedes
2016,14,Italian Grand Prix,4/9/2016,961,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,1,1,25,248,498,2,1,26,01:26.6,240.82,FALSE,TRUE,Winner,TRUE,Mercedes
2016,15,Singapore Grand Prix,18/9/2016,962,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,273,538,1,1,38,01:50.3,165.318,FALSE,TRUE,Winner,TRUE,Mercedes
2016,16,Malaysian Grand Prix,2/10/2016,963,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,3,3,15,288,553,1,1,44,01:36.4,206.948,FALSE,FALSE,Winner,TRUE,Mercedes
2016,17,Japanese Grand Prix,9/10/2016,964,3,Nico Rosberg,27/6/1985,German,131,Mercedes,1,1,1,25,313,593,1,1,31,01:36.0,217.651,FALSE,TRUE,Winner,TRUE,Mercedes
2016,18,United States Grand Prix,23/10/2016,965,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,331,636,1,1,34,01:41.9,194.773,FALSE,FALSE,Winner,TRUE,Mercedes
2016,19,Mexican Grand Prix,30/10/2016,966,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,349,679,1,1,43,01:22.8,187.148,FALSE,FALSE,Winner,TRUE,Mercedes
2016,20,Brazilian Grand Prix,13/11/2016,967,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,367,722,1,1,47,01:26.2,179.912,FALSE,FALSE,Winner,TRUE,Mercedes
2016,21,Abu Dhabi Grand Prix,27/11/2016,968,3,Nico Rosberg,27/6/1985,German,131,Mercedes,2,2,2,18,385,765,1,1,33,01:45.3,189.95,FALSE,FALSE,Winner,TRUE,Mercedes
2017,1,Australian Grand Prix,26/3/2017,969,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,1,1,25,25,37,1,1,53,01:26.6,220.351,TRUE,TRUE,Winner,TRUE,Ferrari
2017,2,Chinese Grand Prix,9/4/2017,970,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,43,65,1,2,40,01:35.4,205.648,FALSE,FALSE,Winner,TRUE,Ferrari
2017,3,Bahrain Grand Prix,16/4/2017,971,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,1,1,25,68,102,1,1,36,01:33.8,207.652,FALSE,TRUE,Winner,TRUE,Ferrari
2017,4,Russian Grand Prix,30/4/2017,972,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,2,2,18,86,135,1,2,49,01:37.3,216.343,FALSE,FALSE,Winner,TRUE,Ferrari
2017,5,Spanish Grand Prix,14/5/2017,973,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,104,153,1,2,43,01:23.7,200.277,FALSE,FALSE,Winner,TRUE,Ferrari
2017,6,Monaco Grand Prix,28/5/2017,974,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,1,1,25,129,196,1,1,38,01:15.2,159.669,FALSE,TRUE,Winner,TRUE,Ferrari
2017,7,Canadian Grand Prix,11/6/2017,975,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,4,4,12,141,214,1,2,70,01:14.7,210.115,FALSE,FALSE,Winner,TRUE,Ferrari
2017,8,Azerbaijan Grand Prix,25/6/2017,976,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,4,4,4,12,153,226,1,2,47,01:43.4,208.919,FALSE,FALSE,Winner,TRUE,Ferrari
2017,9,Austrian Grand Prix,9/7/2017,977,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,171,254,1,2,69,01:07.5,230.306,FALSE,FALSE,Winner,TRUE,Ferrari
2017,10,British Grand Prix,16/7/2017,978,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,7,7,6,177,275,1,2,38,01:31.9,230.838,FALSE,FALSE,Winner,TRUE,Ferrari
2017,11,Hungarian Grand Prix,30/7/2017,979,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,1,1,25,202,318,1,2,69,01:20.8,195.176,FALSE,TRUE,Winner,TRUE,Ferrari
2017,12,Belgian Grand Prix,27/8/2017,980,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,220,348,1,2,41,01:46.6,236.583,FALSE,FALSE,Winner,TRUE,Ferrari
2017,13,Italian Grand Prix,3/9/2017,981,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,6,3,3,15,235,373,2,2,51,01:23.9,248.576,FALSE,FALSE,Winner,TRUE,Ferrari
2017,14,Singapore Grand Prix,17/9/2017,982,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,18,,0,235,373,2,2,\N,\N,\N,FALSE,FALSE,Winner,TRUE,Ferrari
2017,15,Malaysian Grand Prix,1/10/2017,983,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,20,4,4,12,247,385,2,2,41,01:34.1,212.104,FALSE,FALSE,Winner,TRUE,Ferrari
2017,16,Japanese Grand Prix,8/10/2017,984,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,19,,0,247,395,2,2,2,02:06.5,165.314,FALSE,FALSE,Winner,TRUE,Ferrari
2017,17,United States Grand Prix,22/10/2017,985,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,265,428,2,2,51,01:37.8,203.003,FALSE,FALSE,Winner,TRUE,Ferrari
2017,18,Mexican Grand Prix,29/10/2017,986,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,4,4,12,277,455,2,2,68,01:18.8,196.666,FALSE,FALSE,Winner,TRUE,Ferrari
2017,19,Brazilian Grand Prix,12/11/2017,987,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,1,1,25,302,495,2,2,63,01:12.5,213.849,FALSE,TRUE,Winner,TRUE,Ferrari
2017,20,Abu Dhabi Grand Prix,26/11/2017,988,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,3,3,15,317,522,2,2,5,01:40.8,198.416,FALSE,FALSE,Winner,TRUE,Ferrari
2018,1,Australian Grand Prix,25/3/2018,989,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,1,1,25,25,40,1,1,53,01:26.5,220.782,TRUE,TRUE,Winner,TRUE,Ferrari
2018,2,Bahrain Grand Prix,8/4/2018,990,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,1,1,25,50,65,1,1,21,01:34.5,206.274,FALSE,TRUE,Winner,TRUE,Ferrari
2018,3,Chinese Grand Prix,15/4/2018,991,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,8,8,4,54,84,1,2,24,01:37.5,201.311,FALSE,FALSE,Winner,TRUE,Ferrari
2018,4,Azerbaijan Grand Prix,29/4/2018,992,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,4,4,12,66,114,2,1,38,01:45.5,204.783,FALSE,FALSE,Winner,TRUE,Ferrari
2018,5,Spanish Grand Prix,13/5/2018,993,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,4,4,12,78,126,2,2,61,01:19.1,211.783,FALSE,FALSE,Winner,TRUE,Ferrari
2018,6,Monaco Grand Prix,27/5/2018,994,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,2,2,18,96,156,2,2,14,01:16.1,157.933,FALSE,FALSE,Winner,TRUE,Ferrari
2018,7,Canadian Grand Prix,10/6/2018,995,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,1,1,25,121,189,1,2,57,01:14.0,212.26,FALSE,TRUE,Winner,TRUE,Ferrari
2018,8,French Grand Prix,24/6/2018,996,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,5,5,10,131,214,2,2,42,01:34.5,222.587,FALSE,FALSE,Winner,TRUE,Ferrari
2018,9,Austrian Grand Prix,1/7/2018,997,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,6,3,3,15,146,247,1,1,67,01:07.1,231.728,FALSE,FALSE,Winner,TRUE,Ferrari
2018,10,British Grand Prix,8/7/2018,998,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,1,1,25,171,287,1,1,47,01:30.7,233.831,FALSE,TRUE,Winner,TRUE,Ferrari
2018,11,German Grand Prix,22/7/2018,999,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,1,18,,0,171,302,2,2,39,01:17.3,213.046,FALSE,FALSE,Winner,TRUE,Ferrari
2018,12,Hungarian Grand Prix,29/7/2018,1000,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,4,2,2,18,189,335,2,2,70,01:20.1,197.007,FALSE,FALSE,Winner,TRUE,Ferrari
2018,13,Belgian Grand Prix,26/8/2018,1001,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,1,1,25,214,360,2,2,25,01:46.6,236.435,FALSE,TRUE,Winner,TRUE,Ferrari
2018,14,Italian Grand Prix,2/9/2018,1002,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,4,4,12,226,390,2,2,51,01:22.5,252.77,FALSE,FALSE,Winner,TRUE,Ferrari
2018,15,Singapore Grand Prix,16/9/2018,1003,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,3,3,15,241,415,2,2,48,01:44.7,174.137,FALSE,FALSE,Winner,TRUE,Ferrari
2018,16,Russian Grand Prix,30/9/2018,1004,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,3,3,15,256,442,2,2,50,01:36.0,219.322,FALSE,FALSE,Winner,TRUE,Ferrari
2018,17,Japanese Grand Prix,7/10/2018,1005,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,8,6,6,8,264,460,2,2,53,01:32.3,226.447,FALSE,FALSE,Winner,TRUE,Ferrari
2018,18,United States Grand Prix,21/10/2018,1006,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,5,4,4,12,276,497,2,2,41,01:38.3,201.941,FALSE,FALSE,Winner,TRUE,Ferrari
2018,19,Mexican Grand Prix,28/10/2018,1007,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,4,2,2,18,294,530,2,2,49,01:19.5,194.844,FALSE,FALSE,Winner,TRUE,Ferrari
2018,20,Brazilian Grand Prix,11/11/2018,1008,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,2,6,6,8,302,553,2,2,71,01:10.8,219.005,FALSE,FALSE,Winner,TRUE,Ferrari
2018,21,Abu Dhabi Grand Prix,25/11/2018,1009,20,Sebastian Vettel,3/7/1987,German,6,Ferrari,3,2,2,18,320,571,2,2,54,01:40.9,198.225,FALSE,FALSE,Winner,TRUE,Ferrari
2019,1,Australian Grand Prix,17/3/2019,1010,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,1,1,26,26,44,1,1,57,01:25.6,223.075,TRUE,TRUE,Winner,TRUE,Mercedes
2019,2,Bahrain Grand Prix,31/3/2019,1011,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,2,2,18,44,87,1,1,42,01:34.2,206.808,FALSE,FALSE,Winner,TRUE,Mercedes
2019,3,Chinese Grand Prix,14/4/2019,1012,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,2,2,18,62,130,2,1,38,01:34.9,206.842,FALSE,FALSE,Winner,TRUE,Mercedes
2019,4,Azerbaijan Grand Prix,28/4/2019,1013,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,1,1,25,87,173,1,1,50,01:44.0,207.748,FALSE,TRUE,Winner,TRUE,Mercedes
2019,5,Spanish Grand Prix,12/5/2019,1014,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,2,2,18,105,217,2,1,55,01:18.7,212.835,FALSE,FALSE,Winner,TRUE,Mercedes
2019,6,Monaco Grand Prix,26/5/2019,1015,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,3,3,15,120,257,2,1,65,01:15.2,159.828,FALSE,FALSE,Winner,TRUE,Mercedes
2019,7,Canadian Grand Prix,9/6/2019,1016,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,6,4,4,13,133,295,2,1,69,01:13.1,214.833,FALSE,FALSE,Winner,TRUE,Mercedes
2019,8,French Grand Prix,23/6/2019,1017,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,2,2,18,151,338,2,1,43,01:33.6,224.725,FALSE,FALSE,Winner,TRUE,Mercedes
2019,9,Austrian Grand Prix,30/6/2019,1018,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,3,3,15,166,363,2,1,53,01:08.6,226.716,FALSE,FALSE,Winner,TRUE,Mercedes
2019,10,British Grand Prix,14/7/2019,1019,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,2,2,18,184,407,2,1,47,01:27.4,242.633,FALSE,FALSE,Winner,TRUE,Mercedes
2019,11,German Grand Prix,28/7/2019,1020,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,15,,0,184,409,2,1,54,01:18.3,210.374,FALSE,FALSE,Winner,TRUE,Mercedes
2019,12,Hungarian Grand Prix,4/8/2019,1021,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,2,8,8,4,188,438,2,1,59,01:19.3,198.807,FALSE,FALSE,Winner,TRUE,Mercedes
2019,13,Belgian Grand Prix,1/9/2019,1022,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,3,3,15,203,471,2,1,27,01:46.5,236.832,FALSE,FALSE,Winner,TRUE,Mercedes
2019,14,Italian Grand Prix,8/9/2019,1023,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,2,2,18,221,505,2,1,47,01:22.9,251.69,FALSE,FALSE,Winner,TRUE,Mercedes
2019,15,Singapore Grand Prix,22/9/2019,1024,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,5,5,5,10,231,527,2,1,58,01:43.5,176.046,FALSE,FALSE,Winner,TRUE,Mercedes
2019,16,Russian Grand Prix,29/9/2019,1025,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,2,2,18,249,571,2,1,50,01:36.3,218.58,FALSE,FALSE,Winner,TRUE,Mercedes
2019,17,Japanese Grand Prix,13/10/2019,1026,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,3,1,1,25,274,612,2,1,49,01:31.9,227.571,FALSE,TRUE,Winner,TRUE,Mercedes
2019,18,Mexican Grand Prix,27/10/2019,1027,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,6,3,3,15,289,652,2,1,66,01:19.5,194.912,FALSE,FALSE,Winner,TRUE,Mercedes
2019,19,United States Grand Prix,3/11/2019,1028,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,1,1,1,25,314,695,2,1,37,01:37.0,204.696,FALSE,TRUE,Winner,TRUE,Mercedes
2019,20,Brazilian Grand Prix,17/11/2019,1029,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,4,20,,0,314,701,2,1,43,01:10.7,219.417,FALSE,FALSE,Winner,TRUE,Mercedes
2019,21,Abu Dhabi Grand Prix,1/12/2019,1030,822,Valtteri Bottas,28/8/1989,Finnish,131,Mercedes,20,4,4,12,326,739,2,1,31,01:39.7,200.515,FALSE,FALSE,Winner,TRUE,Mercedes
2022,1,Bahrain Grand Prix,20/3/2022,1074,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,1,1,26,26,44,1,1,51,01:34.6,206.018,FALSE,TRUE,Winner,TRUE,Ferrari
2022,2,Saudi Arabian Grand Prix,27/3/2022,1075,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,2,2,19,45,78,1,1,48,01:31.6,242.556,FALSE,FALSE,Winner,TRUE,Ferrari
2022,3,Australian Grand Prix,10/4/2022,1076,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,1,1,26,71,104,1,1,58,01:20.3,236.74,TRUE,TRUE,Winner,TRUE,Ferrari
2022,4,Emilia Romagna Grand Prix,24/4/2022,1077,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,2,6,6,8,79,112,1,1,63,01:18.6,224.914,FALSE,FALSE,Winner,TRUE,Ferrari
2022,5,Miami Grand Prix,8/5/2022,1078,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,2,2,18,97,145,1,1,53,01:31.5,212.959,FALSE,FALSE,Winner,TRUE,Ferrari
2022,6,Spanish Grand Prix,22/5/2022,1079,844,Charles Leclerc,16/10/1997,Monegasque,6,Ferrari,1,20,,0,97,157,2,2,25,01:27.0,193.381,FALSE,FALSE,Winner,TRUE,Ferrari
